,LGRE,HGRE,GLNU,isPatho
0,0.046328102358735114,326972.0285714284,4108.685714285714,1.0
1,0.005813679030000024,282792.64516129036,1871.0,1.0
2,0.008540538699973486,83824.82105263161,1488.9263157894736,1.0
3,0.018834135824126543,137543.01010101015,3489.131313131313,1.0
4,0.019768311531485182,374751.2352941179,7092.176470588235,1.0
5,0.008646444240444773,243676.6190476189,1783.142857142857,1.0
6,0.1627808068234004,59326.01680672267,11514.42857142857,1.0
7,0.010434603022976684,177311.2717391304,3017.3804347826085,1.0
8,0.003623719496465929,602199.1568627452,1524.235294117647,1.0
9,0.016330905280279272,219606.87999999998,3163.68,1.0
10,0.06950697733304356,335901.6304347829,51635.94927536232,1.0
11,0.040650878546120116,358819.05555555574,10664.955555555556,1.0
12,0.01815743269194118,864600.0603448278,28706.01724137931,1.0
13,0.0851245505899118,130780.12,12036.93,1.0
14,0.009704664057332496,139303.9795918367,1695.7142857142858,1.0
15,0.01802990040236505,357274.29310344835,15861.5,1.0
16,0.020756067299864702,212860.08163265305,3757.265306122449,1.0
17,0.008802253640574857,597347.835164835,8377.505494505494,1.0
18,0.07638908142354099,308993.27272727265,19262.239669421488,1.0
19,0.018576259289745364,210802.0754716981,3992.8867924528304,1.0
20,0.015979417676523767,351103.69999999995,4231.08,1.0
21,0.014540429318129312,180810.58823529418,2911.7294117647057,1.0
22,0.044627978387287444,489944.30555555574,12438.263888888889,1.0
23,0.009017505801905926,467273.9166666666,4284.229166666667,1.0
24,0.029503786749584142,298230.785123967,14985.892561983472,1.0
25,0.019659707500515343,215811.50892857133,6869.696428571428,1.0
26,0.009642137859103445,678003.5157894742,11487.0,1.0
27,0.009358895280699059,530309.7727272724,4032.159090909091,1.0
28,0.01254993279834429,392608.42016806745,11769.35294117647,1.0
29,0.017168882118530154,198489.81034482765,3212.189655172414,1.0
30,0.02563315280861371,203823.31325301205,5872.879518072289,1.0
31,0.014227952382833886,163761.0796460177,5791.8230088495575,1.0
32,0.0075251014074626844,890848.8181818181,3801.909090909091,1.0
33,0.011412868929795544,318119.7099999999,4746.32,1.0
34,0.005715492943817955,256501.19801980208,1949.2673267326732,1.0
35,0.002607516938333121,1111810.363636364,1142.2045454545455,1.0
36,0.07322523758743574,879268.1172413786,104301.02068965517,1.0
37,0.004213595554530338,442814.6875,1531.84375,1.0
38,0.003031799576586247,170583.21276595746,525.1914893617021,1.0
39,0.004581168252571517,845718.3541666669,2183.1458333333335,1.0
40,0.005356572301814438,381269.88636363635,1834.4318181818182,1.0
41,0.15606627700506365,412595.22727272694,76506.7803030303,1.0
42,0.008238290333807657,439403.019736842,9246.21052631579,1.0
43,0.16342632114337258,615438.1926605507,206782.17431192662,1.0
44,0.027443565042597703,610864.7914691943,58437.10900473934,1.0
45,0.009443005101343075,123911.9113924051,2014.0632911392406,1.0
46,0.14310580905803813,144779.1937716262,53002.70242214533,1.0
47,0.009857739753607432,426258.4567901233,8528.888888888889,1.0
48,0.01172951968377473,322982.21999999986,3506.1,1.0
49,0.07765880186727347,400580.375,79979.84090909091,1.0
50,0.012199216688007006,256343.83018867928,2708.4528301886794,0.0
51,0.00966083169475828,566491.3999999999,10614.33,0.0
52,0.004853874445919474,347126.3098591548,2772.478873239437,0.0
53,0.05281834416222402,125593.5,5001.368421052632,0.0
54,0.2844094705790067,33689.11627906976,6843.616279069767,0.0
55,0.024208714048035603,290170.75471698097,6444.169811320755,0.0
56,0.28042776772280303,40767.91228070177,11423.070175438597,0.0
57,0.015759974701551296,497634.5102040816,7669.632653061224,0.0
58,0.009958786628533898,235250.22666666674,3442.8133333333335,0.0
59,0.3062048408341331,64604.82882882885,19773.864864864863,0.0
60,1.7340772398238002,31968.97260273973,31801.561643835616,0.0
61,0.06800725311598396,76362.58461538462,3727.353846153846,0.0
62,0.06795864702245123,44852.06557377047,3238.032786885246,0.0
63,0.26746758341675436,33014.24545454546,5676.0,0.0
64,0.009372562782534965,171512.0693069307,2595.633663366337,0.0
65,0.6423306184618379,35522.77083333334,13425.854166666666,0.0
66,0.1604748435890612,51874.25517241381,21907.68275862069,0.0
67,0.024809396313676405,488340.2708333335,17703.947916666668,0.0
