,LGRE,HGRE,GLNU,isPatho
0,0.011951772058401835,510244.5822784812,721301.0,0.0
1,0.003565473748421597,208144.24999999997,52337.0,0.0
2,0.009371603612452869,405387.3214285715,48593.0,0.0
3,0.010137265045345576,252506.8941176471,358704.0,0.0
4,0.011921168249120028,187764.14285714293,173677.0,0.0
5,0.005452627218791279,301318.37313432846,144648.0,0.0
6,0.008893722387671785,515514.5679012344,388902.0,0.0
7,0.017378091971316872,177069.02325581398,160023.0,0.0
8,0.010816893356764851,322801.66666666634,155835.0,0.0
9,0.006579767742821897,175357.390625,125701.0,0.0
10,0.004826112041537493,250897.10958904124,158141.0,0.0
11,0.004324540632216443,281798.0149253731,157279.0,0.0
12,0.00854563650363775,536014.0348837208,464734.0,0.0
13,0.013987389652810548,571967.7804878051,290996.0,0.0
14,0.004445877884095561,162317.06666666662,40187.0,0.0
15,0.011663060419781924,320703.33333333343,77183.0,0.0
16,0.006836270946522129,382457.0877192981,194863.0,0.0
17,0.020739462579254457,628420.925,494258.0,0.0
18,0.01308297434384188,344859.8367346939,276475.0,0.0
19,0.00966083169475828,566491.3999999999,1061433.0,0.0
20,0.012568350922623343,141070.0833333334,80152.0,0.0
21,0.008388590197386747,579890.4337349394,516523.0,0.0
22,0.015687069586043153,169473.97916666666,108727.0,0.0
23,0.006159770007893375,150387.23636363636,74910.0,0.0
24,0.02468654264037217,145745.84615384613,71980.0,0.0
25,0.009212716707538822,592719.6086956521,703302.0,0.0
26,0.012199216688007006,256343.83018867928,143548.0,0.0
27,0.008651525565982783,273632.659090909,82771.0,0.0
28,0.00737836385400771,500756.8484848487,253058.0,0.0
29,0.018355775393724703,574444.5471698112,595614.0,0.0
30,0.016396339172981455,440893.793814433,1229216.0,0.0
31,0.015089813284338787,498549.16981132096,1396446.0,0.0
32,0.013494946519188346,436923.76842105255,1133075.0,0.0
33,0.01503215643785871,340869.7708333331,293929.0,0.0
34,0.007262151884443095,306945.53409090923,345096.0,0.0
35,0.024208714048035603,290170.75471698097,341541.0,0.0
36,0.004853874445919474,347126.3098591548,196846.0,0.0
37,0.015759974701551296,497634.5102040816,375812.0,0.0
38,0.009958786628533898,235250.22666666674,258211.0,0.0
39,0.009372562782534965,171512.0693069307,262159.0,0.0
40,0.024809396313676405,488340.2708333335,1699579.0,0.0
41,0.06795864702245123,44852.06557377047,197520.0,0.0
42,0.06800725311598396,76362.58461538462,242278.0,0.0
43,0.042876980694092494,60550.68292682928,79151.0,0.0
44,0.10926487301649618,84183.21333333332,554076.0,0.0
45,0.016692706810512135,480057.07142857154,715295.0,0.0
46,0.6423306184618379,35522.77083333334,644441.0,0.0
47,0.1604748435890612,51874.25517241381,3176614.0,0.0
48,0.26746758341675436,33014.24545454546,624360.0,0.0
49,1.7340772398238002,31968.97260273973,6964542.0,0.0
50,0.2844094705790067,33689.11627906976,588551.0,0.0
51,0.05281834416222402,125593.5,190052.0,0.0
52,0.28042776772280303,40767.91228070177,651115.0,0.0
53,0.3062048408341331,64604.82882882885,2194899.0,0.0
54,0.22679474293953303,55199.88750000001,1241710.0,0.0
55,0.2853085667603402,21259.61643835617,399695.0,0.0
56,0.007095615884464317,444972.666666667,361161.0,0.0
57,0.17346075251704818,179721.21428571432,6959357.0,0.0
58,0.15079946762915888,108669.26213592231,2889380.0,0.0
59,0.09085206596444227,39725.06611570249,1069852.0,0.0
60,0.02531416215286625,226535.66037735855,944823.0,0.0
61,0.01628766366432209,514516.20588235307,702378.0,0.0
62,0.0237544551338232,171660.7142857143,153387.0,0.0
63,0.02668867762199604,272812.30434782594,407851.0,0.0
64,0.005842637289590654,412257.3333333334,207920.0,0.0
65,0.01166113877372422,419406.7256637168,1528853.0,0.0
66,0.0046172435145008335,261961.14117647058,135189.0,0.0
67,0.009569327160288276,71908.58181818183,58717.0,0.0
68,0.044627978387287444,489944.30555555574,895555.0,1.0
69,0.014540429318129312,180810.58823529418,247497.0,1.0
70,0.018834135824126543,137543.01010101015,345424.0,1.0
71,0.019768311531485182,374751.2352941179,482268.0,1.0
72,0.005813679030000024,282792.64516129036,116002.0,1.0
73,0.046328102358735114,326972.0285714284,143804.0,1.0
74,0.016330905280279272,219606.87999999998,158184.0,1.0
75,0.1627808068234004,59326.01680672267,1370217.0,1.0
76,0.06950697733304356,335901.6304347829,7125761.0,1.0
77,0.040650878546120116,358819.05555555574,959846.0,1.0
78,0.15606627700506365,412595.22727272694,10098895.0,1.0
79,0.07322523758743574,879268.1172413786,15123648.0,1.0
80,0.008802253640574857,597347.835164835,762353.0,1.0
81,0.16342632114337258,615438.1926605507,67617771.0,1.0
82,0.027443565042597703,610864.7914691943,24660460.0,1.0
83,0.07765880186727347,400580.375,21114678.0,1.0
84,0.14310580905803813,144779.1937716262,15317781.0,1.0
85,0.004581168252571517,845718.3541666669,104791.0,1.0
86,0.003031799576586247,170583.21276595746,24684.0,1.0
87,0.0075251014074626844,890848.8181818181,209105.0,1.0
88,0.002607516938333121,1111810.363636364,50257.0,1.0
89,0.003623719496465929,602199.1568627452,77736.0,1.0
90,0.010434603022976684,177311.2717391304,277599.0,1.0
91,0.07638908142354099,308993.27272727265,2330731.0,1.0
92,0.005356572301814438,381269.88636363635,80715.0,1.0
93,0.004213595554530338,442814.6875,49019.0,1.0
94,0.011412868929795544,318119.7099999999,474632.0,1.0
95,0.005715492943817955,256501.19801980208,196876.0,1.0
96,0.008238290333807657,439403.019736842,1405424.0,1.0
97,0.009443005101343075,123911.9113924051,159111.0,1.0
