,LGRE,HGRE,GLNU,isPatho
98,0.01172951968377473,322982.21999999986,175305.0,1.0
99,0.009857739753607432,426258.4567901233,690840.0,1.0
100,0.008540538699973486,83824.82105263161,141448.0,1.0
101,0.008646444240444773,243676.6190476189,74892.0,1.0
102,0.019659707500515343,215811.50892857133,769406.0,1.0
103,0.01254993279834429,392608.42016806745,1400553.0,1.0
104,0.014227952382833886,163761.0796460177,654476.0,1.0
105,0.009358895280699059,530309.7727272724,177415.0,1.0
106,0.029503786749584142,298230.785123967,1813293.0,1.0
107,0.018576259289745364,210802.0754716981,211623.0,1.0
108,0.020756067299864702,212860.08163265305,184106.0,1.0
109,0.015979417676523767,351103.69999999995,211554.0,1.0
110,0.009017505801905926,467273.9166666666,205643.0,1.0
111,0.01802990040236505,357274.29310344835,1839934.0,1.0
112,0.009704664057332496,139303.9795918367,83090.0,1.0
113,0.009642137859103445,678003.5157894742,1091265.0,1.0
114,0.02563315280861371,203823.31325301205,487449.0,1.0
115,0.017168882118530154,198489.81034482765,186307.0,1.0
116,0.01815743269194118,864600.0603448278,3329898.0,1.0
117,0.0851245505899118,130780.12,1203693.0,1.0
